25,25,25,25,25,25,25
1/16,1/16,1/16,1/16,1/16,1/16,1/16
1/8,1/8,1/8,1/8,1/8,1/8,1/8
1/4,1/4,1/4,1/4,1/4,1/4,1/4
1/2,1/2,1/2,1/2,1/2,1/2,1/2
39356 msec.,39274 msec.,39154 msec.,38793 msec.,37581 msec.,37223 msec.,39030 msec.
997093,868793,965817,996166,866192,779798,1053349
0,0,0,0,0,0,0
25,25,25,25,25,25,25
107,106,107,106,109,112,105
526,512,527,516,542,572,513
2553,2436,2575,2491,2619,2822,2483
11323,10440,11490,10961,11283,12305,10948
42858,38027,43751,41397,40943,44509,41480
128675,111685,131645,125657,117845,124500,126839
277593,243346,279307,276642,244900,240516,284378
358303,315598,340923,358863,304707,256418,385247
153960,130899,139292,158612,126302,89330,176200
20791,15527,15946,20583,16614,8608,24679
379,192,229,313,303,81,452
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
,,,,,,
,,,,,,
,,,,,,
,,,,,,

